,,x1,x2,a,t,y,y_obs
train,15604,0.47111826669703927,-0.007515434708387447,1.0,1.0,0.0,0.0
train,15605,0.36616904591216065,0.23823924480798553,1.0,0.0,0.0,0.0
train,15606,0.3061927638247658,0.1354148732975721,1.0,0.0,1.0,0.0
train,15607,0.03115037939150722,0.6622323417907499,1.0,0.0,0.0,0.0
train,15608,0.5135706676410743,0.27904530290960433,1.0,0.0,1.0,0.0
train,15609,0.29797433535193274,0.18364987893502732,1.0,0.0,0.0,0.0
train,15610,0.13879634883442452,0.2895358841260587,1.0,0.0,0.0,0.0
train,15611,0.2698256931774081,0.2891114938493371,1.0,0.0,0.0,0.0
train,15612,0.25784861263337916,0.3429302517250163,1.0,0.0,0.0,0.0
train,15613,0.16105949394487373,0.16133238654350227,1.0,0.0,0.0,0.0
train,15614,0.28655887739755315,0.33897531183475527,1.0,0.0,0.0,0.0
train,15615,0.14638566772761724,0.10440224206411358,1.0,0.0,0.0,0.0
train,15616,0.28584640509561676,0.0016281757710985278,1.0,0.0,0.0,0.0
train,15617,0.21656893293630408,0.03905245180648037,1.0,0.0,1.0,0.0
train,15618,0.23251175443955158,0.2208765073561903,1.0,0.0,0.0,0.0
train,15619,0.3332872440406286,0.313512880243321,1.0,0.0,0.0,0.0
train,15620,0.008993220010558634,0.4253258314738644,1.0,0.0,0.0,0.0
train,15621,0.2689446254395922,0.3033251819219468,1.0,0.0,0.0,0.0
train,15622,0.0651785960115295,0.13113894766169254,1.0,0.0,0.0,0.0
train,15623,0.36437255455532347,0.061421542056889045,1.0,1.0,1.0,1.0
train,15624,0.45689229833146927,0.30511118370661716,1.0,0.0,0.0,0.0
train,15625,0.28064585940204734,0.28324338651752157,1.0,0.0,0.0,0.0
train,15626,0.3107191756684041,0.23777492116104162,1.0,0.0,0.0,0.0
train,15627,0.22055913068797636,0.04116110716674504,1.0,0.0,0.0,0.0
train,15628,0.6319444184791342,0.4733337141462305,1.0,0.0,1.0,0.0
train,15629,0.38580921036598353,0.012874409311880886,1.0,1.0,1.0,1.0
train,15630,0.458273827510726,0.20889771759142123,1.0,1.0,0.0,0.0
train,15631,0.041384306342965166,0.30503040973790324,1.0,0.0,0.0,0.0
train,15632,0.36060221684461957,0.0533682979924964,1.0,1.0,0.0,0.0
train,15633,0.16222402284270404,0.4637748733901623,1.0,0.0,0.0,0.0
train,15634,0.23086956569693165,0.6343818626959281,1.0,0.0,1.0,0.0
train,15635,0.5826363850486205,0.33306881486574946,1.0,1.0,0.0,0.0
train,15636,0.38030983816869685,0.14529232243726128,1.0,0.0,0.0,0.0
train,15637,0.30870887035876615,0.32135902539288436,1.0,0.0,0.0,0.0
train,15638,0.3386319908976426,0.0019999475959157076,1.0,1.0,0.0,0.0
train,15639,0.19863837281103497,0.4675979919379612,1.0,0.0,1.0,0.0
train,15640,0.26209228655187666,0.3877505437488705,1.0,0.0,0.0,0.0
train,15641,0.32433496082692675,0.30567194467075004,1.0,0.0,0.0,0.0
train,15642,0.570107374578336,0.39825495718910686,1.0,0.0,1.0,0.0
train,15643,0.30882181009908255,0.21550805632228523,1.0,0.0,0.0,0.0
train,15644,0.6940026884794841,0.5071766597206976,1.0,0.0,1.0,0.0
train,15645,0.20319968381531195,0.0627839885215479,1.0,0.0,0.0,0.0
train,15646,0.4475567653380633,0.20322951104865475,1.0,0.0,0.0,0.0
train,15647,0.33796342168480403,-0.05603091993119197,1.0,1.0,0.0,0.0
train,15648,0.4162178245763696,-0.06270177334790245,1.0,1.0,0.0,0.0
train,15649,0.485086483730064,0.3756626429149954,1.0,0.0,0.0,0.0
train,15650,0.44558337984878843,0.5948750336914012,1.0,0.0,1.0,0.0
train,15651,0.10733409493472165,0.5975573777188325,1.0,0.0,0.0,0.0
train,15652,0.18214258509228465,0.2363158064431895,1.0,0.0,0.0,0.0
train,15653,0.23836437076270053,0.4452771471742443,1.0,0.0,1.0,0.0
train,15654,0.10527817768988898,0.789837134893445,1.0,0.0,1.0,0.0
train,15655,0.2616305619605963,0.419603597781667,1.0,0.0,1.0,0.0
train,15656,0.4676752111817397,0.21039369129908211,1.0,0.0,1.0,0.0
train,15657,0.12601908542914725,0.2809225628284658,1.0,0.0,0.0,0.0
train,15658,0.14652038132522843,0.30748405436320203,1.0,0.0,0.0,0.0
train,15659,0.3076366459491422,0.09861841867972959,1.0,0.0,0.0,0.0
train,15660,0.040074226314932404,0.5124163970155371,1.0,0.0,0.0,0.0
train,15661,0.5090398696027321,0.2807357086662681,1.0,0.0,0.0,0.0
train,15662,-0.003933242187227903,0.3066027532773443,1.0,0.0,0.0,0.0
train,15663,0.057493956981221006,0.1937516062533743,1.0,0.0,0.0,0.0
train,15664,0.16837054403639123,0.5120189625422414,1.0,0.0,1.0,0.0
train,15665,0.2624531398612641,-0.10480969908176518,1.0,1.0,0.0,0.0
train,15666,0.5360393015187478,0.2478307394152211,1.0,1.0,1.0,1.0
train,15667,0.32875962466910374,0.39763756646530635,1.0,0.0,0.0,0.0
train,15668,0.5020041972581166,0.16743672851171046,1.0,1.0,1.0,1.0
train,15669,-0.1147317051977556,0.6068804247466967,1.0,0.0,0.0,0.0
train,15670,0.38341009868339454,0.526198489555283,1.0,0.0,1.0,0.0
train,15671,0.22670994620019705,0.23371688246948985,1.0,0.0,0.0,0.0
train,15672,0.26238507033145425,0.3083943220187143,1.0,0.0,0.0,0.0
train,15673,0.38165066916964285,0.3819258499664885,1.0,0.0,0.0,0.0
train,15674,0.2235587113637602,-0.03182240111388818,1.0,0.0,1.0,0.0
train,15675,0.5368738719147235,0.5404407776667173,1.0,0.0,1.0,0.0
train,15676,0.45940754585310833,0.11923769992977343,1.0,1.0,0.0,0.0
train,15677,0.061003890609678674,0.34905247055664124,1.0,0.0,1.0,0.0
train,15678,0.3787024776907714,0.46525799976010607,1.0,0.0,0.0,0.0
train,15679,0.13556014671232924,0.5518383568663359,1.0,0.0,1.0,0.0
train,15680,0.3787891918223559,0.43961308217307493,1.0,0.0,0.0,0.0
train,15681,0.5246220818620583,0.34980094430770764,1.0,1.0,0.0,0.0
train,15682,0.3082233682087671,0.4799807140033665,1.0,0.0,1.0,0.0
train,15683,0.1226693520611831,0.32767390809189073,1.0,0.0,0.0,0.0
train,15684,0.3145151492868745,0.3054303127125112,1.0,0.0,0.0,0.0
train,15685,0.222008345889409,0.17837607436011893,1.0,0.0,0.0,0.0
train,15686,0.5462730853211302,0.260478585631705,1.0,1.0,1.0,1.0
train,15687,0.7298399689202942,0.3779390898561875,1.0,1.0,1.0,1.0
train,15688,0.3458903306151395,0.1914635298591586,1.0,0.0,1.0,0.0
train,15689,0.538023649066858,0.066898816805227,1.0,1.0,1.0,1.0
train,15690,0.2676460910556548,0.29736510958502804,1.0,0.0,0.0,0.0
train,15691,0.004878531968862065,0.4613934158829842,1.0,0.0,1.0,0.0
train,15692,0.20390743307124137,0.3765469231517444,1.0,0.0,0.0,0.0
train,15693,0.47704549641489924,0.2385019500097023,1.0,1.0,1.0,1.0
train,15694,0.17888560968612965,0.5019305106532949,1.0,0.0,1.0,0.0
train,15695,0.4608930421411568,0.2758984498741484,1.0,0.0,1.0,0.0
train,15696,0.4547583527816643,-0.1277437813574459,1.0,1.0,0.0,0.0
train,15697,0.32050509094840385,0.4686155883577343,1.0,0.0,1.0,0.0
train,15698,0.16693805317126492,0.4789483065025415,1.0,0.0,0.0,0.0
train,15699,0.2599788453061814,0.37883374919312074,1.0,0.0,0.0,0.0
train,15700,0.11548885613896437,0.700301226554953,1.0,0.0,0.0,0.0
train,15701,0.2750078392476215,0.04340807008254671,1.0,1.0,0.0,0.0
train,15702,0.5018038986215497,0.2583216527522712,1.0,0.0,1.0,0.0
train,15703,0.3889314432112527,0.19043043329045906,1.0,0.0,0.0,0.0
train,15704,0.3877672395204009,0.3781044162476882,1.0,0.0,0.0,0.0
train,15705,0.6365870459543926,0.1904178506692061,1.0,1.0,1.0,1.0
train,15706,0.4960928176325907,0.30646189497748694,1.0,0.0,1.0,0.0
train,15707,0.22510641515493035,0.35954262842288237,1.0,0.0,0.0,0.0
train,15708,0.6899410317688894,0.3962906868507839,1.0,1.0,1.0,1.0
train,15709,0.5174127280347214,0.34353794167924817,1.0,0.0,0.0,0.0
train,15710,0.44471272565032494,0.09603403309376138,1.0,1.0,1.0,1.0
train,15711,0.33868667329791186,0.29950003384355844,1.0,0.0,0.0,0.0
train,15712,0.5066674302578393,0.31742160330012215,1.0,0.0,1.0,0.0
train,15713,0.26871255718319476,0.5020202027657628,1.0,0.0,1.0,0.0
train,15714,0.4212722175428492,0.3547468329151239,1.0,0.0,0.0,0.0
train,15715,0.2781900407331787,0.22694763710886837,1.0,0.0,0.0,0.0
train,15716,0.38898242401165534,0.1611313772369334,1.0,0.0,1.0,0.0
train,15717,0.01428467034774522,0.1864127762066004,1.0,0.0,0.0,0.0
train,15718,0.6812973622029757,0.43937806726650885,1.0,1.0,0.0,0.0
train,15719,0.43216028935867346,0.17588236097276289,1.0,0.0,1.0,0.0
train,15720,0.13287971028856113,-0.009406496950461307,1.0,0.0,1.0,0.0
train,15721,0.07507252665859873,0.3103682323003383,1.0,0.0,0.0,0.0
train,15722,0.7628489236424612,0.39710070588707286,1.0,1.0,1.0,1.0
train,15723,0.2666015143179796,0.26420875311131115,1.0,0.0,0.0,0.0
train,15724,0.18423746733191168,0.3975515315021294,1.0,0.0,0.0,0.0
train,15725,0.34733343008554574,0.3918374783087395,1.0,0.0,0.0,0.0
train,15726,0.40163783051039825,0.12648310501100368,1.0,1.0,1.0,1.0
train,15727,-0.10234806023312265,0.36336849636025575,1.0,0.0,0.0,0.0
train,15728,0.15159532984515126,0.26915503825523973,1.0,0.0,0.0,0.0
train,15729,0.35451612241674957,0.18095316668318956,1.0,0.0,0.0,0.0
train,15730,0.034612093302680114,0.35960798269764527,1.0,0.0,0.0,0.0
train,15731,0.42509819426041623,0.5403261099470448,1.0,0.0,0.0,0.0
train,15732,0.24162354200525063,0.23346248499516703,1.0,0.0,0.0,0.0
train,15733,0.16059450299246322,0.13076819181373275,1.0,1.0,0.0,0.0
train,15734,0.22671979761036018,0.36924177295951055,1.0,0.0,1.0,0.0
train,15735,0.3180532401939865,0.13797972556031407,1.0,0.0,0.0,0.0
train,15736,0.3654922981999055,0.3841115802265528,1.0,0.0,0.0,0.0
train,15737,0.3844889778681577,0.2306821229298516,1.0,0.0,1.0,0.0
train,15738,0.46350734056817217,0.15889947840047658,1.0,1.0,1.0,1.0
train,15739,0.05032137924349503,0.09096405742293626,1.0,0.0,0.0,0.0
train,15740,0.35127302843866465,0.3738889438874814,1.0,0.0,0.0,0.0
train,15741,0.3000652276247004,0.2575563585666387,1.0,0.0,0.0,0.0
train,15742,0.01884962862578854,0.22366437507323095,1.0,0.0,0.0,0.0
train,15743,0.513505719885115,0.3589428689451007,1.0,0.0,0.0,0.0
train,15744,0.009355844535145652,0.12104305151562753,1.0,0.0,0.0,0.0
train,15745,0.44222296030392455,0.438940044722541,1.0,0.0,0.0,0.0
train,15746,0.012998760191844982,0.2828960649790174,1.0,0.0,0.0,0.0
train,15747,0.22197699409527508,0.12458562351126998,1.0,0.0,0.0,0.0
train,15748,0.3679493769941532,0.32800865669237667,1.0,0.0,0.0,0.0
train,15749,0.10824923092107491,0.062138414992631535,1.0,0.0,0.0,0.0
train,15750,0.1028457447066578,0.3828281650380944,1.0,0.0,0.0,0.0
train,15751,0.4337254856402597,0.06617889388999934,1.0,1.0,1.0,1.0
train,15752,0.3320141077073939,0.23009424625301367,1.0,0.0,0.0,0.0
train,15753,0.44692760638984463,0.5128028720549356,1.0,0.0,1.0,0.0
train,15754,0.5690745160679292,0.3951179334535939,1.0,0.0,0.0,0.0
train,15755,0.40114666658078524,0.06964173259567222,1.0,1.0,1.0,1.0
train,15756,0.323698256537742,0.1661870183128358,1.0,0.0,0.0,0.0
train,15757,0.23722344418445868,0.023725075318492272,1.0,1.0,0.0,0.0
train,15758,0.15926332724638634,0.3637437987019848,1.0,0.0,0.0,0.0
train,15759,0.3074357397648029,0.12953485281795374,1.0,0.0,0.0,0.0
train,15760,-0.0032391480975108022,0.3553619643328218,1.0,0.0,0.0,0.0
train,15761,0.32311463746932206,0.2772778070354271,1.0,0.0,0.0,0.0
train,15762,0.4068276409050805,0.10120339124108485,1.0,1.0,1.0,1.0
train,15763,0.381180522992871,0.3903666031137788,1.0,0.0,0.0,0.0
train,15764,0.5381907004178059,0.3677815188667727,1.0,0.0,1.0,0.0
train,15765,0.4344515841553864,0.5700807716817378,1.0,0.0,1.0,0.0
train,15766,0.12024527402957333,0.3972614263284635,1.0,0.0,1.0,0.0
train,15767,0.2758460039165962,0.3102326784487168,1.0,0.0,0.0,0.0
train,15768,0.05474319041511114,0.28909136627382415,1.0,0.0,0.0,0.0
train,15769,0.20117626558208723,0.3919145128039758,1.0,0.0,0.0,0.0
train,15770,0.4001564243334894,0.243299920050697,1.0,0.0,1.0,0.0
train,15771,0.6507729432422497,0.4809649833723926,1.0,0.0,1.0,0.0
train,15772,0.037569220298700856,0.4856650576303896,1.0,0.0,1.0,0.0
train,15773,0.3218270269341076,0.2367088479336224,1.0,1.0,0.0,0.0
train,15774,0.47135170730302434,0.17515061316900074,1.0,1.0,1.0,1.0
train,15775,0.3032613685801855,-0.10256474457066483,1.0,1.0,0.0,0.0
train,15776,0.10722131563278478,0.06802198173717436,1.0,0.0,0.0,0.0
train,15777,0.23479820349122943,0.04997338767327458,1.0,0.0,1.0,0.0
train,15778,0.4607201930413629,0.3790548597807061,1.0,0.0,0.0,0.0
train,15779,0.4330636761644553,0.25106364610076815,1.0,0.0,1.0,0.0
train,15780,0.5806120271286644,0.3892687776851166,1.0,0.0,1.0,0.0
train,15781,0.7866835662931995,0.4222980012137967,1.0,1.0,1.0,1.0
train,15782,0.5232429689087916,0.04278275571970114,1.0,1.0,0.0,0.0
train,15783,0.4047724221424712,0.4775265338461168,1.0,0.0,1.0,0.0
train,15784,0.41448612190706235,0.19002131165437894,1.0,1.0,0.0,0.0
train,15785,0.35045849623338776,0.23930705433535437,1.0,0.0,0.0,0.0
train,15786,0.2656864938253192,0.3207918687359564,1.0,0.0,0.0,0.0
train,15787,0.4988373398859649,0.36161000231145857,1.0,0.0,0.0,0.0
train,15788,0.12223101491153862,0.394352702219138,1.0,0.0,0.0,0.0
train,15789,0.07728935522388619,0.19797419443178765,1.0,0.0,0.0,0.0
train,15790,0.32266571964633883,0.5132489240831001,1.0,0.0,1.0,0.0
train,15791,0.5752973704406446,0.3422199396605529,1.0,1.0,1.0,1.0
train,15792,0.5467993970989737,0.3877316879556225,1.0,0.0,0.0,0.0
train,15793,-0.09997362639981466,0.4212058159338562,1.0,0.0,0.0,0.0
train,15794,0.06540358937294885,0.4287672090473983,1.0,0.0,0.0,0.0
train,15795,0.26530323842661097,0.14637778981257454,1.0,0.0,0.0,0.0
train,15796,0.5314503959718209,0.4135233338746318,1.0,0.0,0.0,0.0
train,15797,0.5049666793211711,0.17246809088352755,1.0,1.0,1.0,1.0
train,15798,0.3442855993648451,0.25178730426703233,1.0,0.0,0.0,0.0
train,15799,0.30000260367740605,0.5311509839652837,1.0,0.0,0.0,0.0
train,15800,0.23706115314048917,0.050410678349208426,1.0,1.0,1.0,1.0
train,15801,0.14105653985489192,0.3435666941227381,1.0,0.0,0.0,0.0
train,15802,0.28601775445519545,0.3205943711470156,1.0,0.0,0.0,0.0
train,15803,0.17349973236563832,0.6775598045910816,1.0,0.0,1.0,0.0
train,15804,0.2784715508447649,0.3001819138315151,1.0,0.0,0.0,0.0
train,15805,0.26632387587411566,0.13594575500151881,1.0,0.0,0.0,0.0
train,15806,0.4970399277561284,0.17000114960587404,1.0,1.0,1.0,1.0
train,15807,0.5689286249245442,0.16951774611965925,1.0,1.0,1.0,1.0
train,15808,0.3558223298430274,0.4734101181305953,1.0,0.0,1.0,0.0
train,15809,0.3870769626563779,0.15419271079741434,1.0,0.0,1.0,0.0
train,15810,0.310020161260902,0.1449886506211246,1.0,0.0,1.0,0.0
train,15811,0.32070456694433863,0.36899343174062244,1.0,0.0,0.0,0.0
train,15812,0.3113299649583685,0.13001474627604673,1.0,0.0,0.0,0.0
train,15813,0.16292664562728437,0.3301138301830533,1.0,0.0,0.0,0.0
train,15814,0.023322906578945923,0.5824402971761047,1.0,0.0,0.0,0.0
train,15815,0.6321578793827071,0.09177924357979247,1.0,1.0,1.0,1.0
train,15816,0.6657039447268644,0.14477990785245035,1.0,1.0,1.0,1.0
train,15817,0.07785982532937966,0.24028386397638962,1.0,0.0,0.0,0.0
train,15818,0.3778832174244635,0.1893131087846328,1.0,0.0,1.0,0.0
train,15819,0.05581395287979554,0.39149346880966873,1.0,0.0,1.0,0.0
train,15820,0.20112120278933804,0.402232667403165,1.0,0.0,0.0,0.0
train,15821,0.18525505489650754,0.21588454803513651,1.0,0.0,0.0,0.0
train,15822,0.20140897766520188,0.24208853594674373,1.0,0.0,0.0,0.0
train,15823,0.44213372440129006,0.27134525015091143,1.0,0.0,0.0,0.0
train,15824,0.7717656178409433,0.6748570358403574,1.0,0.0,1.0,0.0
train,15825,0.2965043606287962,-0.04920654706586186,1.0,1.0,0.0,0.0
train,15826,0.17491973992423157,0.7359942784155382,1.0,0.0,1.0,0.0
train,15827,0.31727601463005456,0.3137320629355632,1.0,0.0,0.0,0.0
train,15828,0.020238514345456038,0.3308229374077681,1.0,0.0,0.0,0.0
train,15829,0.22809622105501276,0.1663690517733853,1.0,0.0,0.0,0.0
train,15830,-0.1189138841543963,0.36440084294440755,1.0,0.0,0.0,0.0
train,15831,0.36614871739373855,0.43991035938027145,1.0,0.0,0.0,0.0
train,15832,-0.12276742043479649,0.21363561844424733,1.0,0.0,0.0,0.0
train,15833,0.31004917544044786,0.3422117215094765,1.0,0.0,0.0,0.0
train,15834,0.04102963077419303,0.550435486345523,1.0,0.0,0.0,0.0
train,15835,0.5617371048633335,0.21511501018479878,1.0,1.0,1.0,1.0
train,15836,0.4885503686894625,0.23124602173898579,1.0,1.0,1.0,1.0
train,15837,0.29920910981533905,0.44993456049695313,1.0,0.0,0.0,0.0
train,15838,0.3146379183343174,0.11368135350554842,1.0,1.0,0.0,0.0
train,15839,0.08350488402563822,0.155021469054078,1.0,0.0,0.0,0.0
train,15840,0.45319739264874354,0.40619220696719016,1.0,0.0,0.0,0.0
train,15841,0.49513479382980075,0.3144941143354394,1.0,0.0,0.0,0.0
train,15842,0.13343914800753595,0.35901152884730425,1.0,0.0,0.0,0.0
train,15843,0.23873730182892583,0.19714361429911526,1.0,0.0,0.0,0.0
train,15844,0.5747656355195219,0.38958896202534987,1.0,0.0,0.0,0.0
train,15845,-0.06408212104243571,0.050400020416494246,1.0,0.0,0.0,0.0
train,15846,0.3167022399196634,0.6646892346632041,1.0,0.0,1.0,0.0
train,15847,0.12049176004498027,0.25100414329209353,1.0,0.0,0.0,0.0
train,15848,0.5159687873989779,0.2464629220679217,1.0,1.0,0.0,0.0
train,15849,0.5838032888511977,0.5438985380773405,1.0,0.0,1.0,0.0
train,15850,0.30255585180739525,0.4724523973014912,1.0,0.0,1.0,0.0
train,15851,0.37012025214866273,0.3451252390465306,1.0,0.0,0.0,0.0
train,15852,0.16322622106029197,0.1581996711822499,1.0,0.0,0.0,0.0
train,15853,0.13474476548428393,0.08878793498760673,1.0,0.0,0.0,0.0
train,15854,0.24802861632644524,0.06382582170571824,1.0,0.0,0.0,0.0
train,15855,0.1931940412032383,0.45597734667450585,1.0,0.0,1.0,0.0
train,15856,0.09257184536302679,0.24182542826473288,1.0,0.0,0.0,0.0
train,15857,0.46783388833441264,0.39213662806867433,1.0,0.0,0.0,0.0
train,15858,0.23526679982535567,0.5018952162618292,1.0,0.0,0.0,0.0
train,15859,0.13071365819989583,0.1594228632581895,1.0,0.0,0.0,0.0
train,15860,0.23315593941620857,0.37280841765334516,1.0,0.0,0.0,0.0
train,15861,0.15844376721699518,0.43091059390962805,1.0,0.0,0.0,0.0
train,15862,0.5120456988854797,0.19094855045018855,1.0,1.0,1.0,1.0
train,15863,0.3687016916795779,0.39854888126287635,1.0,0.0,0.0,0.0
train,15864,0.4546372044315688,-0.024606984479243366,1.0,1.0,0.0,0.0
train,15865,0.5535059647910764,0.7077736271780033,1.0,0.0,1.0,0.0
train,15866,0.380453935779163,0.1254418119885347,1.0,0.0,1.0,0.0
train,15867,0.1455350662089229,0.49891727590343277,1.0,0.0,1.0,0.0
train,15868,0.19334829067906234,0.6296908752353398,1.0,0.0,0.0,0.0
train,15869,0.606116325232037,0.4972534548515366,1.0,0.0,1.0,0.0
train,15870,0.6366621246000426,0.15809580544419272,1.0,1.0,1.0,1.0
train,15871,0.28748472961553767,0.33450857398490014,1.0,0.0,0.0,0.0
train,15872,0.2989547411859631,0.6312319861765628,1.0,0.0,1.0,0.0
train,15873,0.06817070586800214,0.0574870441629417,1.0,0.0,0.0,0.0
train,15874,0.10242271478464895,0.5054150629059554,1.0,0.0,1.0,0.0
train,15875,0.10010354245480366,0.3255478383623663,1.0,0.0,0.0,0.0
train,15876,0.3301161748524205,0.15600997757925547,1.0,0.0,1.0,0.0
train,15877,0.28061542143745305,0.5267212616959758,1.0,0.0,1.0,0.0
train,15878,0.26745629554251976,0.24095032897522334,1.0,0.0,0.0,0.0
train,15879,0.3393092888268878,0.40100779753722826,1.0,0.0,0.0,0.0
train,15880,0.33108787760570546,0.41095353934506657,1.0,0.0,0.0,0.0
train,15881,0.25077352802464037,0.2126432675448754,1.0,0.0,1.0,0.0
train,15882,0.3917778114348769,0.5105447945567133,1.0,0.0,1.0,0.0
train,15883,0.5446190152371823,0.40612757936718913,1.0,0.0,0.0,0.0
train,15884,0.4214765413374405,0.13912603381487237,1.0,0.0,1.0,0.0
train,15885,0.30956768378393557,0.19901880177186218,1.0,0.0,0.0,0.0
train,15886,0.45197376998146505,0.4321883209190695,1.0,0.0,0.0,0.0
train,15887,0.2833966766738983,0.33202399658173376,1.0,0.0,0.0,0.0
train,15888,0.29909164883903494,0.4963161150245394,1.0,0.0,0.0,0.0
train,15889,0.24800457906213708,0.3323565602835295,1.0,0.0,0.0,0.0
train,15890,0.444479561451227,0.4692584482198423,1.0,0.0,0.0,0.0
train,15891,0.11378072611052151,0.5351379017466333,1.0,0.0,1.0,0.0
train,15892,0.5581008481466059,0.37778385280970433,1.0,0.0,1.0,0.0
train,15893,0.12326767310374423,0.3010906142128421,1.0,0.0,0.0,0.0
train,15894,0.3198462859171504,0.5234341224649346,1.0,0.0,0.0,0.0
train,15895,0.34522050333838694,0.29597137168732324,1.0,0.0,0.0,0.0
train,15896,0.1953164846882897,0.330232125477534,1.0,0.0,0.0,0.0
train,15897,-0.11148703849698144,0.5394709457015892,1.0,0.0,0.0,0.0
train,15898,0.022740065351564143,0.33748266275715266,1.0,0.0,0.0,0.0
train,15899,0.1142273963870229,0.2600744331940125,1.0,0.0,0.0,0.0
train,15900,0.12289688111726313,0.344109424211425,1.0,0.0,0.0,0.0
train,15901,-0.004080095458385891,0.1358437119788574,1.0,0.0,0.0,0.0
train,15902,0.14503019233173797,0.214538527595469,1.0,0.0,0.0,0.0
train,15903,0.3232148664833919,0.27629514994404747,1.0,0.0,0.0,0.0
train,15904,0.5077991846309534,0.17990202643156022,1.0,1.0,1.0,1.0
train,15905,0.5930385877080395,0.04575302753405186,1.0,1.0,1.0,1.0
train,15906,0.6241815848496636,0.04459285347589714,1.0,1.0,0.0,0.0
train,15907,0.45945897622753756,0.33877294697162647,1.0,0.0,0.0,0.0
train,15908,0.41195336152319273,0.21537624740627803,1.0,0.0,1.0,0.0
train,15909,0.20387415856364105,0.1801330354125248,1.0,0.0,0.0,0.0
train,15910,0.3441744601960707,0.152229928814915,1.0,0.0,1.0,0.0
train,15911,0.42426912155770746,0.34375860951743586,1.0,0.0,0.0,0.0
train,15912,0.17100758480836242,0.4221795769272054,1.0,0.0,1.0,0.0
train,15913,0.6443570206894369,0.29849983503170424,1.0,1.0,1.0,1.0
train,15914,-0.07349849921666579,0.42529388671711377,1.0,0.0,0.0,0.0
train,15915,0.40215192337404865,0.029317894137006528,1.0,1.0,0.0,0.0
train,15916,-0.030446380564029762,0.2859065662960848,1.0,0.0,1.0,0.0
train,15917,0.2190852779147458,0.07950827061162341,1.0,0.0,0.0,0.0
train,15918,0.5569735327618419,0.3337987510666718,1.0,0.0,1.0,0.0
train,15919,0.11934138737892655,0.19505448898333325,1.0,0.0,0.0,0.0
train,15920,0.445751172537534,0.4728341098142967,1.0,0.0,0.0,0.0
train,15921,0.37907745006900095,0.563045775644649,1.0,0.0,1.0,0.0
train,15922,0.12645713724347643,0.19756901060381482,1.0,0.0,0.0,0.0
train,15923,0.5038169611141492,0.4294371145282799,1.0,0.0,0.0,0.0
train,15924,0.5004267448632937,0.22300064119411658,1.0,0.0,0.0,0.0
train,15925,0.505880078234481,0.10694457173657196,1.0,1.0,1.0,1.0
train,15926,0.3678957430238067,0.04753054759767383,1.0,1.0,1.0,1.0
train,15927,0.07865795962947275,0.3482376262322284,1.0,0.0,0.0,0.0
train,15928,0.2983967976673624,0.3772055109651856,1.0,0.0,0.0,0.0
train,15929,0.23225570483506597,-0.06411179704062031,1.0,0.0,0.0,0.0
train,15930,0.6388556868305688,0.42395298370838785,1.0,1.0,0.0,0.0
train,15931,0.23084683174454576,0.26102457754666264,1.0,0.0,0.0,0.0
train,15932,0.12628708905285227,0.40276368769547405,1.0,0.0,0.0,0.0
train,15933,0.3922217521245554,0.09047972260301626,1.0,1.0,1.0,1.0
train,15934,0.5867287788721576,0.31865139177147717,1.0,1.0,1.0,1.0
train,15935,0.5388819751684282,0.434903026797611,1.0,0.0,0.0,0.0
train,15936,0.3348877770775329,0.5146725306199031,1.0,0.0,1.0,0.0
train,15937,0.49451670673062964,0.3766793095536241,1.0,0.0,0.0,0.0
train,15938,0.0998890921307582,0.1369754770349605,1.0,0.0,0.0,0.0
train,15939,0.08873256344307673,0.25189275780895193,1.0,0.0,0.0,0.0
train,15940,0.07680244776870979,0.14962115213015484,1.0,0.0,0.0,0.0
train,15941,0.36783422028626356,0.14317574797131394,1.0,0.0,1.0,0.0
train,15942,0.2511566094855937,0.3349927988688354,1.0,0.0,0.0,0.0
train,15943,0.30912928405681356,0.32166379537888945,1.0,0.0,0.0,0.0
train,15944,0.17921819959232846,0.4346542303093808,1.0,0.0,0.0,0.0
train,15945,0.5235359091051335,0.228666252224172,1.0,1.0,0.0,0.0
train,15946,0.14793014184694694,0.3605144183074573,1.0,0.0,0.0,0.0
train,15947,0.1993037807967512,0.3609503652768515,1.0,0.0,0.0,0.0
train,15948,0.5176643797916908,0.21552302100595727,1.0,1.0,1.0,1.0
train,15949,0.41149680145704,0.2935506711461199,1.0,0.0,0.0,0.0
train,15950,0.1278927018075399,0.2970281407938888,1.0,0.0,0.0,0.0
train,15951,0.06443747235989716,0.3596460771251887,1.0,0.0,0.0,0.0
train,15952,0.36611157513122006,0.11044520356553805,1.0,1.0,1.0,1.0
train,15953,0.008214454791274917,0.12995219330984653,1.0,0.0,0.0,0.0
train,15954,0.6736188611419738,0.3034411720452035,1.0,1.0,1.0,1.0
train,15955,0.2517105837574581,-0.06641763281440011,1.0,1.0,0.0,0.0
train,15956,0.16835520810647026,0.20050527747920943,1.0,0.0,1.0,0.0
train,15957,0.1996292857743256,-0.12082329325250718,1.0,1.0,0.0,0.0
train,15958,0.308758976803531,0.32725670561844544,1.0,0.0,0.0,0.0
train,15959,0.43497086414092756,0.2991520304171164,1.0,0.0,1.0,0.0
train,15960,0.25757564734111976,0.14192533892169143,1.0,0.0,0.0,0.0
train,15961,0.0896952040227885,0.19011949990093402,1.0,0.0,0.0,0.0
